date,smart_warning_tier,pre_warning_tier,smart_warning_tier_10d_path,pre_warning_tier_10d_path,warning_level,signal_stage,action,warning_source,warning_sources,switch_reason
2023-03-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-03-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-03-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-03-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_dd_momentum|shortterm_trend_guard|trend_score_guard,high_hurst|shortterm_trend_guard|trend_score_guard|shortterm_dd_momentum|hard_dd_guard_lvl2
2023-03-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor,high_hurst|hard_dd_guard_lvl2
2023-03-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-03-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-03-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-03-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-03-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-03-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-02-24,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-02-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-02-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-02-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-02-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-02-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-02-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,SHORT_TERM,DAMAGE_CONTROL,SHORT_TERM_WARNING,shortterm_dd_momentum,hard_dd_guard_lvl1|high_hurst|shortterm_dd_momentum,high_hurst|hard_dd_guard_lvl1
2023-01-31,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-26,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-25,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-24,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2023-01-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-05,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-04,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2023-01-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-27,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|sentiment_factor,high_hurst|hard_dd_guard_lvl2
2022-12-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-20,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-19,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-13,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-12,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-12-06,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-05,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-12-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-30,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-29,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-28,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-25,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-23,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-22,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-21,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-18,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-17,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-16,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-15,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-14,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-11,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-10,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-09,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-08,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-07,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-04,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-11-03,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule|shortterm_early_guard,high_hurst|shortterm_early_guard|hard_dd_guard_lvl2
2022-11-02,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
2022-11-01,none,none,none->none->none->none->none->none->none->none->none->none,none->none->none->none->none->none->none->none->none->none,HIGH,DAMAGE_CONTROL,REDUCE_30_50_OR_DEFENSIVE,reduce_rule,hard_dd_guard_lvl2|high_hurst|reduce_rule,high_hurst|hard_dd_guard_lvl2
